season,Date,HomeTeam,AwayTeam,HTHG,HTAG,FTHG,FTAG,ht_leader,ft_result,outcome_vs_ht_leader
1516,07/05/2016,Sunderland,Chelsea,1,2,3,2,Away,Home,trailing_team_won
1516,07/05/2016,West Ham,Swansea,0,2,1,4,Away,Away,leader_won
1516,08/05/2016,Liverpool,Watford,1,0,2,0,Home,Home,leader_won
1516,08/05/2016,Man City,Arsenal,1,1,2,2,Level,Level,
1516,08/05/2016,Tottenham,Southampton,1,1,1,2,Level,Away,
1516,10/05/2016,West Ham,Man United,1,0,3,2,Home,Home,leader_won
1516,11/05/2016,Liverpool,Chelsea,0,1,1,1,Away,Level,ended_in_draw
1516,11/05/2016,Norwich,Watford,3,1,4,2,Home,Home,leader_won
1516,11/05/2016,Sunderland,Everton,2,0,3,0,Home,Home,leader_won
1516,15/05/2016,Arsenal,Aston Villa,1,0,4,0,Home,Home,leader_won
1516,15/05/2016,Chelsea,Leicester,0,0,1,1,Level,Level,
1516,15/05/2016,Everton,Norwich,2,0,3,0,Home,Home,leader_won
1516,15/05/2016,Newcastle,Tottenham,2,0,5,1,Home,Home,leader_won
1516,15/05/2016,Southampton,Crystal Palace,1,0,4,1,Home,Home,leader_won
1516,15/05/2016,Stoke,West Ham,0,1,2,1,Away,Home,trailing_team_won
1516,15/05/2016,Swansea,Man City,1,1,1,1,Level,Level,
1516,15/05/2016,Watford,Sunderland,0,1,2,2,Away,Level,ended_in_draw
1516,15/05/2016,West Brom,Liverpool,1,1,1,1,Level,Level,
1516,17/05/2016,Man United,Bournemouth,1,0,3,1,Home,Home,leader_won
1617,13/08/16,Burnley,Swansea,0,0,0,1,Level,Away,
1617,13/08/16,Crystal Palace,West Brom,0,0,0,1,Level,Away,
1617,13/08/16,Everton,Tottenham,1,0,1,1,Home,Level,ended_in_draw
1617,13/08/16,Hull,Leicester,1,0,2,1,Home,Home,leader_won
1617,13/08/16,Man City,Sunderland,1,0,2,1,Home,Home,leader_won
1617,13/08/16,Middlesbrough,Stoke,1,0,1,1,Home,Level,ended_in_draw
1617,13/08/16,Southampton,Watford,0,1,1,1,Away,Level,ended_in_draw
1617,14/08/16,Arsenal,Liverpool,1,1,3,4,Level,Away,
1617,14/08/16,Bournemouth,Man United,0,1,1,3,Away,Away,leader_won
1617,15/08/16,Chelsea,West Ham,0,0,2,1,Level,Home,
1617,19/08/16,Man United,Southampton,1,0,2,0,Home,Home,leader_won
1617,20/08/16,Burnley,Liverpool,2,0,2,0,Home,Home,leader_won
1617,20/08/16,Leicester,Arsenal,0,0,0,0,Level,Level,
1617,20/08/16,Stoke,Man City,0,2,1,4,Away,Away,leader_won
1617,20/08/16,Swansea,Hull,0,0,0,2,Level,Away,
1617,20/08/16,Tottenham,Crystal Palace,0,0,1,0,Level,Home,
1617,20/08/16,Watford,Chelsea,0,0,1,2,Level,Away,
1617,20/08/16,West Brom,Everton,1,1,1,2,Level,Away,
1617,21/08/16,Sunderland,Middlesbrough,0,2,1,2,Away,Away,leader_won
1617,21/08/16,West Ham,Bournemouth,0,0,1,0,Level,Home,
1617,27/08/16,Chelsea,Burnley,2,0,3,0,Home,Home,leader_won
1617,27/08/16,Crystal Palace,Bournemouth,0,1,1,1,Away,Level,ended_in_draw
1617,27/08/16,Everton,Stoke,0,0,1,0,Level,Home,
1617,27/08/16,Hull,Man United,0,0,0,1,Level,Away,
1617,27/08/16,Leicester,Swansea,1,0,2,1,Home,Home,leader_won
1617,27/08/16,Southampton,Sunderland,0,0,1,1,Level,Level,
1617,27/08/16,Tottenham,Liverpool,0,1,1,1,Away,Level,ended_in_draw
1617,27/08/16,Watford,Arsenal,0,3,1,3,Away,Away,leader_won
1617,28/08/16,Man City,West Ham,2,0,3,1,Home,Home,leader_won
1617,28/08/16,West Brom,Middlesbrough,0,0,0,0,Level,Level,
1617,10/09/16,Arsenal,Southampton,1,1,2,1,Level,Home,
1617,10/09/16,Bournemouth,West Brom,0,0,1,0,Level,Home,
1617,10/09/16,Burnley,Hull,0,0,1,1,Level,Level,
1617,10/09/16,Liverpool,Leicester,2,1,4,1,Home,Home,leader_won
1617,10/09/16,Man United,Man City,1,2,1,2,Away,Away,leader_won
1617,10/09/16,Middlesbrough,Crystal Palace,1,1,1,2,Level,Away,
1617,10/09/16,Stoke,Tottenham,0,1,0,4,Away,Away,leader_won
1617,10/09/16,West Ham,Watford,2,2,2,4,Level,Away,
1617,11/09/16,Swansea,Chelsea,0,1,2,2,Away,Level,ended_in_draw
1617,12/09/16,Sunderland,Everton,0,0,0,3,Level,Away,
1617,16/09/16,Chelsea,Liverpool,0,2,1,2,Away,Away,leader_won
1617,17/09/16,Everton,Middlesbrough,3,1,3,1,Home,Home,leader_won
1617,17/09/16,Hull,Arsenal,0,1,1,4,Away,Away,leader_won
1617,17/09/16,Leicester,Burnley,1,0,3,0,Home,Home,leader_won
1617,17/09/16,Man City,Bournemouth,2,0,4,0,Home,Home,leader_won
1617,17/09/16,West Brom,West Ham,3,0,4,2,Home,Home,leader_won
1617,18/09/16,Crystal Palace,Stoke,2,0,4,1,Home,Home,leader_won
1617,18/09/16,Southampton,Swansea,0,0,1,0,Level,Home,
1617,18/09/16,Tottenham,Sunderland,0,0,1,0,Level,Home,
1617,18/09/16,Watford,Man United,1,0,3,1,Home,Home,leader_won
1617,24/09/16,Arsenal,Chelsea,3,0,3,0,Home,Home,leader_won
1617,24/09/16,Bournemouth,Everton,1,0,1,0,Home,Home,leader_won
1617,24/09/16,Liverpool,Hull,3,0,5,1,Home,Home,leader_won
1617,24/09/16,Man United,Leicester,4,0,4,1,Home,Home,leader_won
1617,24/09/16,Middlesbrough,Tottenham,0,2,1,2,Away,Away,leader_won
1617,24/09/16,Stoke,West Brom,0,0,1,1,Level,Level,
1617,24/09/16,Sunderland,Crystal Palace,1,0,2,3,Home,Away,trailing_team_won
1617,24/09/16,Swansea,Man City,1,1,1,3,Level,Away,
1617,25/09/16,West Ham,Southampton,0,1,0,3,Away,Away,leader_won
1617,26/09/16,Burnley,Watford,1,0,2,0,Home,Home,leader_won
1617,30/09/16,Everton,Crystal Palace,1,0,1,1,Home,Level,ended_in_draw
1617,01/10/16,Hull,Chelsea,0,0,0,2,Level,Away,
1617,01/10/16,Sunderland,West Brom,0,1,1,1,Away,Level,ended_in_draw
1617,01/10/16,Swansea,Liverpool,1,0,1,2,Home,Away,trailing_team_won
1617,01/10/16,Watford,Bournemouth,0,1,2,2,Away,Level,ended_in_draw
1617,01/10/16,West Ham,Middlesbrough,0,0,1,1,Level,Level,
1617,02/10/16,Burnley,Arsenal,0,0,0,1,Level,Away,
1617,02/10/16,Leicester,Southampton,0,0,0,0,Level,Level,
1617,02/10/16,Man United,Stoke,0,0,1,1,Level,Level,
1617,02/10/16,Tottenham,Man City,2,0,2,0,Home,Home,leader_won
1617,15/10/16,Arsenal,Swansea,2,1,3,2,Home,Home,leader_won
1617,15/10/16,Bournemouth,Hull,3,1,6,1,Home,Home,leader_won
1617,15/10/16,Chelsea,Leicester,2,0,3,0,Home,Home,leader_won
1617,15/10/16,Crystal Palace,West Ham,0,1,0,1,Away,Away,leader_won
1617,15/10/16,Man City,Everton,0,0,1,1,Level,Level,
1617,15/10/16,Stoke,Sunderland,2,0,2,0,Home,Home,leader_won
1617,15/10/16,West Brom,Tottenham,0,0,1,1,Level,Level,
1617,16/10/16,Middlesbrough,Watford,0,0,0,1,Level,Away,
1617,16/10/16,Southampton,Burnley,0,0,3,1,Level,Home,
1617,17/10/16,Liverpool,Man United,0,0,0,0,Level,Level,
1617,22/10/16,Arsenal,Middlesbrough,0,0,0,0,Level,Level,
1617,22/10/16,Bournemouth,Tottenham,0,0,0,0,Level,Level,
1617,22/10/16,Burnley,Everton,1,0,2,1,Home,Home,leader_won
1617,22/10/16,Hull,Stoke,0,1,0,2,Away,Away,leader_won
1617,22/10/16,Leicester,Crystal Palace,1,0,3,1,Home,Home,leader_won
1617,22/10/16,Liverpool,West Brom,2,0,2,1,Home,Home,leader_won
1617,22/10/16,Swansea,Watford,0,0,0,0,Level,Level,
1617,22/10/16,West Ham,Sunderland,0,0,1,0,Level,Home,
1617,23/10/16,Chelsea,Man United,2,0,4,0,Home,Home,leader_won
1617,23/10/16,Man City,Southampton,0,1,1,1,Away,Level,ended_in_draw
1617,29/10/16,Crystal Palace,Liverpool,2,3,2,4,Away,Away,leader_won
1617,29/10/16,Man United,Burnley,0,0,0,0,Level,Level,
1617,29/10/16,Middlesbrough,Bournemouth,1,0,2,0,Home,Home,leader_won
1617,29/10/16,Sunderland,Arsenal,0,1,1,4,Away,Away,leader_won
1617,29/10/16,Tottenham,Leicester,1,0,1,1,Home,Level,ended_in_draw
1617,29/10/16,Watford,Hull,0,0,1,0,Level,Home,
1617,29/10/16,West Brom,Man City,0,2,0,4,Away,Away,leader_won
1617,30/10/16,Everton,West Ham,0,0,2,0,Level,Home,
1617,30/10/16,Southampton,Chelsea,0,1,0,2,Away,Away,leader_won
1617,31/10/16,Stoke,Swansea,1,1,3,1,Level,Home,
1617,05/11/16,Bournemouth,Sunderland,1,1,1,2,Level,Away,
1617,05/11/16,Burnley,Crystal Palace,2,0,3,2,Home,Home,leader_won
1617,05/11/16,Chelsea,Everton,3,0,5,0,Home,Home,leader_won
1617,05/11/16,Man City,Middlesbrough,1,0,1,1,Home,Level,ended_in_draw
1617,05/11/16,West Ham,Stoke,0,0,1,1,Level,Level,
1617,06/11/16,Arsenal,Tottenham,1,0,1,1,Home,Level,ended_in_draw
1617,06/11/16,Hull,Southampton,0,1,2,1,Away,Home,trailing_team_won
1617,06/11/16,Leicester,West Brom,0,0,1,2,Level,Away,
1617,06/11/16,Liverpool,Watford,3,0,6,1,Home,Home,leader_won
1617,06/11/16,Swansea,Man United,0,3,1,3,Away,Away,leader_won
1617,19/11/16,Crystal Palace,Man City,0,1,1,2,Away,Away,leader_won
1617,19/11/16,Everton,Swansea,0,1,1,1,Away,Level,ended_in_draw
1617,19/11/16,Man United,Arsenal,0,0,1,1,Level,Level,
1617,19/11/16,Southampton,Liverpool,0,0,0,0,Level,Level,
1617,19/11/16,Stoke,Bournemouth,0,1,0,1,Away,Away,leader_won
1617,19/11/16,Sunderland,Hull,1,0,3,0,Home,Home,leader_won
1617,19/11/16,Tottenham,West Ham,0,1,3,2,Away,Home,trailing_team_won
1617,19/11/16,Watford,Leicester,2,1,2,1,Home,Home,leader_won
1617,20/11/16,Middlesbrough,Chelsea,0,1,0,1,Away,Away,leader_won
1617,21/11/16,West Brom,Burnley,3,0,4,0,Home,Home,leader_won
1617,26/11/16,Burnley,Man City,1,1,1,2,Level,Away,
1617,26/11/16,Chelsea,Tottenham,1,1,2,1,Level,Home,
1617,26/11/16,Hull,West Brom,0,1,1,1,Away,Level,ended_in_draw
1617,26/11/16,Leicester,Middlesbrough,1,1,2,2,Level,Level,
1617,26/11/16,Liverpool,Sunderland,0,0,2,0,Level,Home,
1617,26/11/16,Swansea,Crystal Palace,1,1,5,4,Level,Home,
1617,27/11/16,Arsenal,Bournemouth,1,1,3,1,Level,Home,
1617,27/11/16,Man United,West Ham,1,1,1,1,Level,Level,
1617,27/11/16,Southampton,Everton,1,0,1,0,Home,Home,leader_won
1617,27/11/16,Watford,Stoke,0,1,0,1,Away,Away,leader_won
1617,03/12/16,Crystal Palace,Southampton,2,0,3,0,Home,Home,leader_won
1617,03/12/16,Man City,Chelsea,1,0,1,3,Home,Away,trailing_team_won
1617,03/12/16,Stoke,Burnley,2,0,2,0,Home,Home,leader_won
1617,03/12/16,Sunderland,Leicester,0,0,2,1,Level,Home,
1617,03/12/16,Tottenham,Swansea,2,0,5,0,Home,Home,leader_won
1617,03/12/16,West Brom,Watford,2,0,3,1,Home,Home,leader_won
1617,03/12/16,West Ham,Arsenal,0,1,1,5,Away,Away,leader_won
1617,04/12/16,Bournemouth,Liverpool,0,2,4,3,Away,Home,trailing_team_won
1617,04/12/16,Everton,Man United,0,1,1,1,Away,Level,ended_in_draw
1617,05/12/16,Middlesbrough,Hull,0,0,1,0,Level,Home,
1617,10/12/16,Arsenal,Stoke,1,1,3,1,Level,Home,
1617,10/12/16,Burnley,Bournemouth,2,1,3,2,Home,Home,leader_won
1617,10/12/16,Hull,Crystal Palace,1,0,3,3,Home,Level,ended_in_draw
1617,10/12/16,Leicester,Man City,3,0,4,2,Home,Home,leader_won
1617,10/12/16,Swansea,Sunderland,0,0,3,0,Level,Home,
1617,10/12/16,Watford,Everton,1,1,3,2,Level,Home,
1617,11/12/16,Chelsea,West Brom,0,0,1,0,Level,Home,
1617,11/12/16,Liverpool,West Ham,1,2,2,2,Away,Level,ended_in_draw
1617,11/12/16,Man United,Tottenham,1,0,1,0,Home,Home,leader_won
1617,11/12/16,Southampton,Middlesbrough,0,0,1,0,Level,Home,
1617,13/12/16,Bournemouth,Leicester,1,0,1,0,Home,Home,leader_won
1617,13/12/16,Everton,Arsenal,1,1,2,1,Level,Home,
1617,14/12/16,Crystal Palace,Man United,0,1,1,2,Away,Away,leader_won
1617,14/12/16,Man City,Watford,1,0,2,0,Home,Home,leader_won
1617,14/12/16,Middlesbrough,Liverpool,0,1,0,3,Away,Away,leader_won
1617,14/12/16,Stoke,Southampton,0,0,0,0,Level,Level,
1617,14/12/16,Sunderland,Chelsea,0,1,0,1,Away,Away,leader_won
1617,14/12/16,Tottenham,Hull,1,0,3,0,Home,Home,leader_won
1617,14/12/16,West Brom,Swansea,0,0,3,1,Level,Home,
1617,14/12/16,West Ham,Burnley,1,0,1,0,Home,Home,leader_won
1617,17/12/16,Crystal Palace,Chelsea,0,1,0,1,Away,Away,leader_won
1617,17/12/16,Middlesbrough,Swansea,2,0,3,0,Home,Home,leader_won
1617,17/12/16,Stoke,Leicester,2,0,2,2,Home,Level,ended_in_draw
1617,17/12/16,Sunderland,Watford,0,0,1,0,Level,Home,
1617,17/12/16,West Brom,Man United,0,1,0,2,Away,Away,leader_won
1617,17/12/16,West Ham,Hull,0,0,1,0,Level,Home,
1617,18/12/16,Bournemouth,Southampton,1,1,1,3,Level,Away,
1617,18/12/16,Man City,Arsenal,0,1,2,1,Away,Home,trailing_team_won
1617,18/12/16,Tottenham,Burnley,1,1,2,1,Level,Home,
1617,19/12/16,Everton,Liverpool,0,0,0,1,Level,Away,
1617,26/12/16,Arsenal,West Brom,0,0,1,0,Level,Home,
1617,26/12/16,Burnley,Middlesbrough,0,0,1,0,Level,Home,
1617,26/12/16,Chelsea,Bournemouth,1,0,3,0,Home,Home,leader_won
1617,26/12/16,Hull,Man City,0,0,0,3,Level,Away,
1617,26/12/16,Leicester,Everton,0,0,0,2,Level,Away,
1617,26/12/16,Man United,Sunderland,1,0,3,1,Home,Home,leader_won
1617,26/12/16,Swansea,West Ham,0,1,1,4,Away,Away,leader_won
1617,26/12/16,Watford,Crystal Palace,0,1,1,1,Away,Level,ended_in_draw
1617,27/12/16,Liverpool,Stoke,2,1,4,1,Home,Home,leader_won
1617,28/12/16,Southampton,Tottenham,1,1,1,4,Level,Away,
1617,30/12/16,Hull,Everton,1,1,2,2,Level,Level,
1617,31/12/16,Burnley,Sunderland,1,0,4,1,Home,Home,leader_won
1617,31/12/16,Chelsea,Stoke,1,0,4,2,Home,Home,leader_won
1617,31/12/16,Leicester,West Ham,1,0,1,0,Home,Home,leader_won
1617,31/12/16,Liverpool,Man City,1,0,1,0,Home,Home,leader_won
1617,31/12/16,Man United,Middlesbrough,0,0,2,1,Level,Home,
1617,31/12/16,Southampton,West Brom,1,1,1,2,Level,Away,
1617,31/12/16,Swansea,Bournemouth,0,2,0,3,Away,Away,leader_won
1617,01/01/17,Arsenal,Crystal Palace,1,0,2,0,Home,Home,leader_won
1617,01/01/17,Watford,Tottenham,0,3,1,4,Away,Away,leader_won
1617,02/01/17,Everton,Southampton,0,0,3,0,Level,Home,
1617,02/01/17,Man City,Burnley,0,0,2,1,Level,Home,
1617,02/01/17,Middlesbrough,Leicester,0,0,0,0,Level,Level,
1617,02/01/17,Sunderland,Liverpool,1,1,2,2,Level,Level,
1617,02/01/17,West Brom,Hull,0,1,3,1,Away,Home,trailing_team_won
1617,02/01/17,West Ham,Man United,0,0,0,2,Level,Away,
1617,03/01/17,Bournemouth,Arsenal,2,0,3,3,Home,Level,ended_in_draw
1617,03/01/17,Crystal Palace,Swansea,0,1,1,2,Away,Away,leader_won
1617,03/01/17,Stoke,Watford,1,0,2,0,Home,Home,leader_won
1617,04/01/17,Tottenham,Chelsea,1,0,2,0,Home,Home,leader_won
1617,14/01/17,Burnley,Southampton,0,0,1,0,Level,Home,
1617,14/01/17,Hull,Bournemouth,1,1,3,1,Level,Home,
1617,14/01/17,Leicester,Chelsea,0,1,0,3,Away,Away,leader_won
1617,14/01/17,Sunderland,Stoke,1,3,1,3,Away,Away,leader_won
1617,14/01/17,Swansea,Arsenal,0,1,0,4,Away,Away,leader_won
1617,14/01/17,Tottenham,West Brom,2,0,4,0,Home,Home,leader_won
1617,14/01/17,Watford,Middlesbrough,0,0,0,0,Level,Level,
1617,14/01/17,West Ham,Crystal Palace,0,0,3,0,Level,Home,
1617,15/01/17,Everton,Man City,1,0,4,0,Home,Home,leader_won
1617,15/01/17,Man United,Liverpool,0,1,1,1,Away,Level,ended_in_draw
1617,21/01/17,Bournemouth,Watford,0,1,2,2,Away,Level,ended_in_draw
1617,21/01/17,Crystal Palace,Everton,0,0,0,1,Level,Away,
1617,21/01/17,Liverpool,Swansea,0,0,2,3,Level,Away,
1617,21/01/17,Man City,Tottenham,0,0,2,2,Level,Level,
1617,21/01/17,Middlesbrough,West Ham,1,2,1,3,Away,Away,leader_won
1617,21/01/17,Stoke,Man United,1,0,1,1,Home,Level,ended_in_draw
1617,21/01/17,West Brom,Sunderland,2,0,2,0,Home,Home,leader_won
1617,22/01/17,Arsenal,Burnley,0,0,2,1,Level,Home,
1617,22/01/17,Chelsea,Hull,1,0,2,0,Home,Home,leader_won
1617,22/01/17,Southampton,Leicester,2,0,3,0,Home,Home,leader_won
1617,31/01/17,Arsenal,Watford,0,2,1,2,Away,Away,leader_won
1617,31/01/17,Bournemouth,Crystal Palace,0,0,0,2,Level,Away,
1617,31/01/17,Burnley,Leicester,0,0,1,0,Level,Home,
1617,31/01/17,Liverpool,Chelsea,0,1,1,1,Away,Level,ended_in_draw
1617,31/01/17,Middlesbrough,West Brom,1,1,1,1,Level,Level,
1617,31/01/17,Sunderland,Tottenham,0,0,0,0,Level,Level,
1617,31/01/17,Swansea,Southampton,1,0,2,1,Home,Home,leader_won
1617,01/02/17,Man United,Hull,0,0,0,0,Level,Level,
1617,01/02/17,Stoke,Everton,1,1,1,1,Level,Level,
1617,01/02/17,West Ham,Man City,0,3,0,4,Away,Away,leader_won
1617,04/02/17,Chelsea,Arsenal,1,0,3,1,Home,Home,leader_won
1617,04/02/17,Crystal Palace,Sunderland,0,4,0,4,Away,Away,leader_won
1617,04/02/17,Everton,Bournemouth,3,0,6,3,Home,Home,leader_won
1617,04/02/17,Hull,Liverpool,1,0,2,0,Home,Home,leader_won
1617,04/02/17,Southampton,West Ham,1,2,1,3,Away,Away,leader_won
1617,04/02/17,Tottenham,Middlesbrough,0,0,1,0,Level,Home,
1617,04/02/17,Watford,Burnley,2,0,2,1,Home,Home,leader_won
1617,04/02/17,West Brom,Stoke,1,0,1,0,Home,Home,leader_won
1617,05/02/17,Leicester,Man United,0,2,0,3,Away,Away,leader_won
1617,05/02/17,Man City,Swansea,1,0,2,1,Home,Home,leader_won
1617,11/02/17,Arsenal,Hull,1,0,2,0,Home,Home,leader_won
1617,11/02/17,Liverpool,Tottenham,2,0,2,0,Home,Home,leader_won
1617,11/02/17,Man United,Watford,1,0,2,0,Home,Home,leader_won
1617,11/02/17,Middlesbrough,Everton,0,0,0,0,Level,Level,
1617,11/02/17,Stoke,Crystal Palace,0,0,1,0,Level,Home,
1617,11/02/17,Sunderland,Southampton,0,2,0,4,Away,Away,leader_won
1617,11/02/17,West Ham,West Brom,0,1,2,2,Away,Level,ended_in_draw
1617,12/02/17,Burnley,Chelsea,1,1,1,1,Level,Level,
1617,12/02/17,Swansea,Leicester,2,0,2,0,Home,Home,leader_won
1617,13/02/17,Bournemouth,Man City,0,1,0,2,Away,Away,leader_won
1617,25/02/17,Chelsea,Swansea,1,1,3,1,Level,Home,
1617,25/02/17,Crystal Palace,Middlesbrough,1,0,1,0,Home,Home,leader_won
1617,25/02/17,Everton,Sunderland,1,0,2,0,Home,Home,leader_won
1617,25/02/17,Hull,Burnley,0,0,1,1,Level,Level,
1617,25/02/17,Watford,West Ham,1,0,1,1,Home,Level,ended_in_draw
1617,25/02/17,West Brom,Bournemouth,2,1,2,1,Home,Home,leader_won
1617,26/02/17,Tottenham,Stoke,4,0,4,0,Home,Home,leader_won
1617,27/02/17,Leicester,Liverpool,2,0,3,1,Home,Home,leader_won
1617,04/03/17,Leicester,Hull,1,1,3,1,Level,Home,
1617,04/03/17,Liverpool,Arsenal,2,0,3,1,Home,Home,leader_won
1617,04/03/17,Man United,Bournemouth,1,1,1,1,Level,Level,
1617,04/03/17,Stoke,Middlesbrough,2,0,2,0,Home,Home,leader_won
1617,04/03/17,Swansea,Burnley,1,1,3,2,Level,Home,
1617,04/03/17,Watford,Southampton,1,2,3,4,Away,Away,leader_won
1617,04/03/17,West Brom,Crystal Palace,0,0,0,2,Level,Away,
1617,05/03/17,Sunderland,Man City,0,1,0,2,Away,Away,leader_won
1617,05/03/17,Tottenham,Everton,1,0,3,2,Home,Home,leader_won
1617,06/03/17,West Ham,Chelsea,0,1,1,2,Away,Away,leader_won
1617,08/03/17,Man City,Stoke,0,0,0,0,Level,Level,
1617,11/03/17,Bournemouth,West Ham,1,1,3,2,Level,Home,
1617,11/03/17,Everton,West Brom,2,0,3,0,Home,Home,leader_won
1617,11/03/17,Hull,Swansea,0,0,2,1,Level,Home,
1617,12/03/17,Liverpool,Burnley,1,1,2,1,Level,Home,
1617,18/03/17,Bournemouth,Swansea,1,0,2,0,Home,Home,leader_won
1617,18/03/17,Crystal Palace,Watford,0,0,1,0,Level,Home,
1617,18/03/17,Everton,Hull,1,0,4,0,Home,Home,leader_won
1617,18/03/17,Stoke,Chelsea,1,1,1,2,Level,Away,
1617,18/03/17,Sunderland,Burnley,0,0,0,0,Level,Level,
1617,18/03/17,West Brom,Arsenal,1,1,3,1,Level,Home,
1617,18/03/17,West Ham,Leicester,1,3,2,3,Away,Away,leader_won
1617,19/03/17,Man City,Liverpool,0,0,1,1,Level,Level,
1617,19/03/17,Middlesbrough,Man United,0,1,1,3,Away,Away,leader_won
1617,19/03/17,Tottenham,Southampton,2,0,2,1,Home,Home,leader_won
1617,01/04/17,Burnley,Tottenham,0,0,0,2,Level,Away,
1617,01/04/17,Chelsea,Crystal Palace,1,2,1,2,Away,Away,leader_won
1617,01/04/17,Hull,West Ham,0,1,2,1,Away,Home,trailing_team_won
1617,01/04/17,Leicester,Stoke,1,0,2,0,Home,Home,leader_won
1617,01/04/17,Liverpool,Everton,2,1,3,1,Home,Home,leader_won
1617,01/04/17,Man United,West Brom,0,0,0,0,Level,Level,
1617,01/04/17,Southampton,Bournemouth,0,0,0,0,Level,Level,
1617,01/04/17,Watford,Sunderland,0,0,1,0,Level,Home,
1617,02/04/17,Arsenal,Man City,1,2,2,2,Away,Level,ended_in_draw
1617,02/04/17,Swansea,Middlesbrough,0,0,0,0,Level,Level,
1617,04/04/17,Burnley,Stoke,0,0,1,0,Level,Home,
1617,04/04/17,Leicester,Sunderland,0,0,2,0,Level,Home,
1617,04/04/17,Man United,Everton,0,1,1,1,Away,Level,ended_in_draw
1617,04/04/17,Watford,West Brom,1,0,2,0,Home,Home,leader_won
1617,05/04/17,Arsenal,West Ham,0,0,3,0,Level,Home,
1617,05/04/17,Chelsea,Man City,2,1,2,1,Home,Home,leader_won
1617,05/04/17,Hull,Middlesbrough,3,2,4,2,Home,Home,leader_won
1617,05/04/17,Liverpool,Bournemouth,1,1,2,2,Level,Level,
1617,05/04/17,Southampton,Crystal Palace,1,1,3,1,Level,Home,
1617,05/04/17,Swansea,Tottenham,1,0,1,3,Home,Away,trailing_team_won
1617,08/04/17,Bournemouth,Chelsea,1,2,1,3,Away,Away,leader_won
1617,08/04/17,Man City,Hull,1,0,3,1,Home,Home,leader_won
1617,08/04/17,Middlesbrough,Burnley,0,0,0,0,Level,Level,
1617,08/04/17,Stoke,Liverpool,1,0,1,2,Home,Away,trailing_team_won
1617,08/04/17,Tottenham,Watford,3,0,4,0,Home,Home,leader_won
1617,08/04/17,West Brom,Southampton,0,1,0,1,Away,Away,leader_won
1617,08/04/17,West Ham,Swansea,1,0,1,0,Home,Home,leader_won
1617,09/04/17,Everton,Leicester,3,2,4,2,Home,Home,leader_won
1617,09/04/17,Sunderland,Man United,0,1,0,3,Away,Away,leader_won
1617,10/04/17,Crystal Palace,Arsenal,1,0,3,0,Home,Home,leader_won
1617,15/04/17,Crystal Palace,Leicester,0,1,2,2,Away,Level,ended_in_draw
1617,15/04/17,Everton,Burnley,0,0,3,1,Level,Home,
1617,15/04/17,Southampton,Man City,0,0,0,3,Level,Away,
1617,15/04/17,Stoke,Hull,1,0,3,1,Home,Home,leader_won
1617,15/04/17,Sunderland,West Ham,1,1,2,2,Level,Level,
1617,15/04/17,Tottenham,Bournemouth,2,0,4,0,Home,Home,leader_won
1617,15/04/17,Watford,Swansea,1,0,1,0,Home,Home,leader_won
1617,16/04/17,Man United,Chelsea,1,0,2,0,Home,Home,leader_won
1617,16/04/17,West Brom,Liverpool,0,1,0,1,Away,Away,leader_won
1617,17/04/17,Middlesbrough,Arsenal,0,1,1,2,Away,Away,leader_won
1617,22/04/17,Bournemouth,Middlesbrough,2,0,4,0,Home,Home,leader_won
1617,22/04/17,Hull,Watford,0,0,2,0,Level,Home,
1617,22/04/17,Swansea,Stoke,1,0,2,0,Home,Home,leader_won
1617,22/04/17,West Ham,Everton,0,0,0,0,Level,Level,
1617,23/04/17,Burnley,Man United,0,2,0,2,Away,Away,leader_won
1617,23/04/17,Liverpool,Crystal Palace,1,1,1,2,Level,Away,
1617,25/04/17,Chelsea,Southampton,2,1,4,2,Home,Home,leader_won
1617,26/04/17,Arsenal,Leicester,0,0,1,0,Level,Home,
1617,26/04/17,Crystal Palace,Tottenham,0,0,0,1,Level,Away,
1617,26/04/17,Middlesbrough,Sunderland,1,0,1,0,Home,Home,leader_won
1617,27/04/17,Man City,Man United,0,0,0,0,Level,Level,
1617,29/04/17,Crystal Palace,Burnley,0,1,0,2,Away,Away,leader_won
1617,29/04/17,Southampton,Hull,0,0,0,0,Level,Level,
1617,29/04/17,Stoke,West Ham,0,0,0,0,Level,Level,
1617,29/04/17,Sunderland,Bournemouth,0,0,0,1,Level,Away,
1617,29/04/17,West Brom,Leicester,0,1,0,1,Away,Away,leader_won
1617,30/04/17,Everton,Chelsea,0,0,0,3,Level,Away,
1617,30/04/17,Man United,Swansea,1,0,1,1,Home,Level,ended_in_draw
1617,30/04/17,Middlesbrough,Man City,1,0,2,2,Home,Level,ended_in_draw
1617,30/04/17,Tottenham,Arsenal,0,0,2,0,Level,Home,
1617,01/05/17,Watford,Liverpool,0,1,0,1,Away,Away,leader_won
1617,05/05/17,West Ham,Tottenham,0,0,1,0,Level,Home,
1617,06/05/17,Bournemouth,Stoke,0,1,2,2,Away,Level,ended_in_draw
1617,06/05/17,Burnley,West Brom,0,0,2,2,Level,Level,
1617,06/05/17,Hull,Sunderland,0,0,0,2,Level,Away,
1617,06/05/17,Leicester,Watford,1,0,3,0,Home,Home,leader_won
1617,06/05/17,Man City,Crystal Palace,1,0,5,0,Home,Home,leader_won
1617,06/05/17,Swansea,Everton,1,0,1,0,Home,Home,leader_won
